,rank
122434,0.3556242163245927
55457,0.35788699304215754
128645,0.2874333192948049
135836,0.2608416749994711
135852,0.26853809645496296
135854,0.2839140021248301
135837,0.26921197287686216
151850,0.3368800643625527
90347,0.28744637962385994
11615,0.3285898032189621
7843,0.23775664972045885
132679,0.16595784143342707
132527,0.19143717598537255
128688,0.15833002355078699
109495,0.2898033267702414
145778,0.25623555756992666
86088,0.2681207192152629
58927,0.2669040383924045
148198,0.30968544794755354
102113,0.3027533471386431
113683,0.3002334624089691
166929,0.2999872240123186
101271,0.30542513368158786
117887,0.3021018505004413
39254,0.4015696361198058
117884,0.31790799492479627
145806,0.15614731774248483
145808,0.1320893873135378
149145,0.15418002956871693
178272,0.15758210211779156
94677,0.3035504742580829
149171,0.3013383524254971
149172,0.3017555311189014
154134,0.29386299357151563
43240,0.306555340319693
188889,0.296582062878901
33271,0.39587880906850387
25185,0.3994761464499939
6204,0.38741907946916243
149855,0.3820835670240729
72504,0.3644640037805315
8610,0.30594955049024447
96417,0.27303356266202894
8455,0.3026439635128614
475,0.3069665346185506
19170,0.3014675346156477
56850,0.3673794405752225
82089,0.3573360159196773
57224,0.35622189827762224
117397,0.3473511294636108
56849,0.3500175725151592
56848,0.35288856503776406
55811,0.28939842989638265
55808,0.2761099204085779
55812,0.28600443506142037
68656,0.2948012615272351
93867,0.3290122569288414
328,0.3406580396053707
71056,0.3259816058822818
25601,0.3268475508412479
45359,0.3593219475218055
58607,0.37831121809999496
58608,0.32624327370475614
138028,0.3190631158118907
149001,0.33502424989517493
6099,0.3280239323675164
90630,0.36950030532960765
86230,0.33034321375959935
118745,0.3168977533429097
126007,0.32488605924998143
86232,0.34051069140441126
103503,0.3507966860608914
86255,0.3479311157501654
86258,0.34584514244179493
149703,0.35293573539371775
103502,0.27275613074010735
134118,0.43363673991370627
108165,0.3123667710802484
111938,0.3308392154085779
115555,0.3807466543843117
119584,0.33895193929415424
98605,0.37038933499976096
115837,0.2772159866652758
124137,0.273996383764538
117139,0.28068497039264
151737,0.2792755518836226
20993,0.2747442984466798
116876,0.26156898396262696
116738,0.34354672714431045
153535,0.3403890850430981
116739,0.3476968152053937
93856,0.2406534959354772
125067,0.22284369212042313
57064,0.22146294088763585
97599,0.2222520483903646
72213,0.22246353458869286
98621,0.34417911226026016
37303,0.3404801072680421
37302,0.34640869915634565
98319,0.30672949815001493
82121,0.3250784358453177
42401,0.3293647228341098
23020,0.44891938666760034
134879,0.4171402257748209
82615,0.33369802768829215
76084,0.43432876840912116
25970,0.3952041366040349
65525,0.3865469383028883
15811,0.44651828980929853
61316,0.33694089292671703
27155,0.40182766121863545
23985,0.3793455996546029
23050,0.3564583623764987
149093,0.32113281775574454
6811,0.34751217909559873
27562,0.3292073221436393
51023,0.27599581636163284
14469,0.34297453860095206
9063,0.2600552276815986
150518,0.3516438788639955
24850,0.46077235173529896
116106,0.38913484563515277
39431,0.42389843393834115
102108,0.38369974023116826
22457,0.3859331435847756
166200,0.3904185563942011
30444,0.38185436703298564
33996,0.38519138409963927
7220,0.36318948454680466
93951,0.3741576840127445
27042,0.3290093394896098
118142,0.2746423352843672
45717,0.27407693749515744
15726,0.3127478852060389
39503,0.3186269550763901
150165,0.3233268484506325
17883,0.2735238478272974
92087,0.14921269134700357
14208,0.2650894737398879
45726,0.2601966524908255
48761,0.23420526815716175
77980,0.22515077926669497
95592,0.22555530395080758
34553,0.2291015893567846
90706,0.23321484144183977
142205,0.23001578330387087
35636,0.37774320019597823
35637,0.3806909112368901
31292,0.4038939841485027
44914,0.37585634038507365
130527,0.3713283883331671
130528,0.23697709173055712
43356,0.39545339057444173
124109,0.40896242631455965
24603,0.3676101165441851
152701,0.347363798085177
79987,0.384075899907441
37028,0.2555473641285727
16581,0.3750566003838527
60580,0.3625535545412572
37646,0.36992683483663963
29010,0.36644944434977755
83224,0.35960171280645026
63915,0.3062878405372964
121822,0.3241595029239459
63388,0.33175758181000087
25115,0.34098252135957224
79207,0.3397172800189384
67404,0.32865608346068853
63378,0.3741872182663729
79944,0.30153044916352384
60881,0.30331162253923916
88690,0.3000334951265202
100368,0.29494675497003847
61313,0.29670116739147356
29521,0.3557259075274493
92631,0.3171413891256079
25113,0.30006542876104236
66079,0.309876610452239
90518,0.32535634422066206
148292,0.28814259408971515
21314,0.37503070194394666
108329,0.3494563777541514
108330,0.3341250910707794
108333,0.33279278877514706
61365,0.33500944494584756
30650,0.3012997363143809
115202,0.29624611648575666
27220,0.30339262228953306
89211,0.3058345610293426
103874,0.2917240738912937
184887,0.3458892746985972
105380,0.16408155793805737
102665,0.2525627044482063
102668,0.18388747367800642
153421,0.1928839556511367
93377,0.26917961661250733
188873,0.26917961661250733
36944,0.30497236889596246
37046,0.30487349886894644
55112,0.3087079107135129
4053,0.3169166249029729
125003,0.31059751142741754
14628,0.3286382625514648
108599,0.24720770480996734
32345,0.2503791621210358
109318,0.26263078906052056
122927,0.24668573289089712
26261,0.2851708997302064
41662,0.28423291732297146
67162,0.27415940006853384
55358,0.27279057824613157
128809,0.17281958819301438
101975,0.3481020038176285
128810,0.13773676554732106
187860,0.13347991332802564
132648,0.3445064458207897
94303,0.33909299271239746
87509,0.338993914729941
16905,0.3116859795312803
132649,0.34066346270566644
34659,0.3510757501339376
41334,0.3077737749413104
23736,0.30496902732033637
74611,0.298926292122731
78288,0.29902835233130837
66486,0.38521995858205205
134991,0.4022774471387705
113084,0.3073588791403937
102564,0.32414173666377594
103053,0.34624991751979395
152209,0.26563303615047484
58858,0.22676725161814498
151310,0.22686640629264931
153342,0.22262557637990063
148972,0.2238238501312061
188877,0.25738072349094726
182174,0.35202754593634367
29599,0.3649295556313172
182177,0.3589281633805519
188397,0.26734916920257523
188798,0.26734916920257523
30207,0.4213450696459465
11814,0.36547275890300135
38942,0.3597829705517041
29275,0.32669266952373927
25691,0.3004945812850722
101697,0.2992866883783186
133248,0.31313146622380145
26972,0.33010879631441076
4515,0.31381886817008264
77658,0.3373926239475244
16027,0.2685550944699809
19814,0.3860359717882044
46968,0.37317672535840984
20504,0.3345959163612082
33348,0.35074849363996435
49157,0.36361111404161106
63364,0.43280736728388153
103108,0.3754231889144299
94783,0.3077258701966653
77982,0.2696682197847453
7033,0.28134593103559563
23539,0.2834692307608311
30007,0.3164373608982353
30050,0.31983917277031626
89198,0.32693516536321027
76362,0.2618170491216795
97601,0.32067130826316137
76317,0.35141345977088984
40234,0.40972971067492253
38047,0.4089371614020889
73295,0.4241941250058329
40231,0.43605289747548553
118683,0.36718703503656547
73885,0.24421013568931274
323,0.3817450175049719
27998,0.341780839665432
19101,0.34405874847170925
59481,0.3367905772930325
32886,0.3571273098156929
104759,0.37488103126014827
104757,0.38850356281885967
104756,0.3852362752510266
109424,0.35427315130939097
108527,0.3666919198773973
108530,0.3756217725499557
75219,0.3516911859002376
109856,0.3161686623167683
108528,0.27757496097853734
141678,0.319829573973095
140091,0.3142511590603532
74084,0.2960070902820176
134306,0.2868786817503645
97332,0.2969304493413035
96325,0.3324558125145359
5130,0.33669755234940835
35553,0.3215978860831803
83313,0.33016166961938836
119857,0.3228840367545537
118444,0.3350724321316448
117262,0.360407265594083
93948,0.3417670456813295
135468,0.32273932858087223
147345,0.32313718472615605
114246,0.24201669476432985
119063,0.2406376836302125
127228,0.24226814263099075
114249,0.23478254609298738
145467,0.24462671698427263
100198,0.24973703755843854
79101,0.3900830919867038
136847,0.3263815156397574
51852,0.31515039425080943
128679,0.32576344615162706
146183,0.3109412356572286
143760,0.31506434167173547
74106,0.2047962038165808
91952,0.215071107929512
136797,0.19689878326678512
28302,0.2928370453572952
136801,0.2640061168609126
74687,0.22384432923564093
161484,0.267915023493993
111264,0.25010837198013786
150150,0.2775796642928749
13103,0.2624875049345553
153000,0.24609540492714901
164212,0.2903103997776605
58718,0.2882608869351052
162056,0.28629786362161236
162057,0.2882608869351052
162059,0.28733846574168004
162058,0.28437124069776176
99127,0.2917342234918877
170233,0.31513952475223983
170234,0.30750599278363017
171114,0.3435592420737059
171115,0.29664479935241317
119875,0.3719104253209231
97285,0.3407053766638994
9105,0.3260844993123699
10947,0.2300415022327365
152485,0.30555131332056357
7841,0.24249471465459346
10863,0.24137945329030308
118137,0.23064281526099462
51907,0.19796888422400852
35365,0.1508808557530454
1049,0.12978911295809842
112948,0.13756234809430004
11673,0.12968093787522994
112946,0.12767470193986064
35769,0.3126041445788692
134638,0.3390317448564369
1022,0.3115602093796416
114484,0.2860828812826073
32807,0.31469360792950785
114658,0.1991376761678486
96426,0.2022985440638361
96442,0.18020891779672324
173563,0.1991376761678486
181572,0.2274177667059801
97835,0.23919062843934105
97834,0.2324824125486752
105819,0.23297743935618428
61577,0.2304929701121476
81830,0.328418346610604
47635,0.32232544909539257
80041,0.31253883330268883
137161,0.288476882325192
30789,0.32677847027592866
95313,0.3251982019096236
4763,0.45937319173567415
78389,0.32540554661273285
83108,0.3366205628079852
85772,0.3105206092733306
127049,0.28210949164297777
135069,0.26234638988114634
132143,0.23759382063156742
134476,0.24776529788434262
134141,0.2503246900059166
141389,0.26435031782589935
109884,0.4070052119674439
70932,0.3878964447093996
3423,0.37165918964200756
15875,0.27891494678908246
38307,0.3544972513210706
158734,0.24824107741084786
121186,0.24230653087012657
114127,0.24182088234520874
112086,0.24185050906328104
159266,0.19987950397519122
68892,0.36494133478144175
22810,0.27650330043771554
33794,0.30822558345323825
131267,0.25490401533847873
109336,0.2740293669640166
62568,0.24283423711309848
98697,0.3157326885343259
134704,0.3479465803666525
107796,0.268041030364135
152309,0.26138297993855847
60898,0.3331832300854542
137496,0.351970680767114
22853,0.19129523275108104
141526,0.17631906686323018
151862,0.17971481178079354
7338,0.19335002468683404
154403,0.17949304925869145
34089,0.20159604136631618
49286,0.2347675996815665
84092,0.23077525943668492
55443,0.2154705317741615
188899,0.2596949787708054
5517,0.33547849360477255
45718,0.25582022849061714
4448,0.278090732254076
66066,0.27290264470332654
145312,0.2106920012703213
22208,0.3084520077822149
114024,0.19410076704427864
141330,0.1853837919019024
44916,0.19410076704427864
12625,0.19262895985123604
162030,0.22876737629866958
182254,0.2301986841232292
123416,0.2828736215321
123385,0.28560688110109855
10493,0.29088209939772175
123386,0.29194224913831135
123415,0.29235059136141145
183347,0.30476897406764364
26324,0.3787970437689659
10924,0.3747036330451876
30297,0.3813087202627979
15742,0.35532529092349074
132947,0.3487901747048314
28702,0.2588267680874825
30298,0.26816938913797783
32912,0.21431715485632014
32914,0.2193551897349958
27722,0.21407105952808728
25910,0.2137029956694413
27445,0.21601741828124338
2116,0.2459678589234854
18940,0.3049739260725673
87969,0.3182409561447237
102249,0.3084642145050344
98459,0.2718352262687923
77917,0.3356833265380395
77914,0.3456127041319454
77915,0.34025895418571594
82836,0.27852296505072643
111311,0.2907314396044541
126913,0.28995999859305444
142858,0.26847783962139077
97444,0.30746367349008097
121957,0.2248011889412637
114345,0.2142782252238415
114342,0.20963598525175187
118138,0.21330135683113638
165695,0.23217332892991827
165694,0.2604184181029023
166482,0.18946910704474743
125567,0.26894079372051266
79619,0.2718027389858647
104303,0.24354329415651232
40674,0.21433904155125605
132214,0.27529664248618413
137022,0.2649070706219595
118647,0.26342283526463417
35920,0.28666210163576056
150127,0.2682053352581597
155082,0.26530576097606035
69203,0.30821612702609646
121204,0.3019478104560384
126035,0.31054533114768335
150759,0.2909051484160741
121205,0.3062786371161175
127788,0.2736784613247632
131176,0.28871314915444624
71501,0.27531352715489976
134990,0.28107251270490685
102457,0.2852700223091895
162083,0.398322985856916
124062,0.3157698210775486
152875,0.21052855687457084
126068,0.2518253594064012
188867,0.2107977407681148
99406,0.3173647852457164
141759,0.17435703877727307
157277,0.17620183268194756
188912,0.2219517453832008
175447,0.2860414042529681
19498,0.22713461112682173
183234,0.15826371720019156
130041,0.218295100600727
163611,0.2778451247229486
185035,0.20605926862563917
186033,0.229971701130491
182154,0.24104954377990814
182155,0.2418373800403384
182156,0.2405722596463929
188075,0.2369395810403461
188913,0.22109525467319108
188914,0.20042842677544587
28981,0.27418928356572675
47999,0.2709728918597529
101083,0.2319659851076836
188731,0.17930376974363213
188878,0.15889660816148882
59279,0.19401243214046457
42557,0.22120725117937573
30958,0.22120725117937573
59278,0.22120725117937573
54014,0.2033554533251362
54011,0.22120725117937573
14164,0.20325128502083065
18662,0.20610832024518816
15189,0.19984401606112093
78643,0.21518218890305918
40842,0.22032318450270544
70927,0.22706780726220868
123143,0.10688302583084941
145525,0.0891552626583608
124472,0.10254125577675399
142708,0.08514111851923557
40825,0.2450507385675459
5927,0.25178696035070947
132809,0.24081754866509059
53258,0.24832928199466364
61765,0.2549281785930079
48147,0.2665675143507412
74284,0.16916890666904708
147448,0.18046253286131278
93163,0.1611898960239015
84801,0.15192010254174962
93174,0.15291097245018767
48805,0.26306690498952356
24443,0.24230509470301198
100510,0.2535870878722163
39396,0.23017621720577439
108940,0.16800369373476676
117227,0.20766652905747116
105061,0.26862316190644975
136310,0.2713246483896518
103771,0.24526408199698163
134968,0.2950145605492257
90998,0.22320205381506078
149368,0.3153536566507995
115666,0.3139349555238974
117543,0.3209896485622747
59035,0.31044215004043313
117545,0.2598866988715501
122358,0.10187852827492078
115034,0.09616228661093511
162421,0.08977481594127429
115044,0.08608462871845206
106701,0.3250334495171041
112804,0.2789412073609269
140120,0.29563971191713284
155022,0.26009822851650705
134726,0.3124598332899997
116899,0.27184797014793555
126547,0.2409152822260681
126546,0.24185078224423598
66242,0.25304391022801526
64339,0.2391742006393245
175451,0.2594754181962864
121257,0.3384315386213223
171080,0.32520171327040914
171081,0.3203595832160993
171083,0.34843904947175836
134023,0.1770667905701521
126284,0.19613000896556637
125148,0.19883860497639735
179948,0.19421680303109798
188881,0.22276802700990408
40390,0.3219461238469602
60883,0.22023764818127856
142414,0.23840851068002272
145555,0.16717846921406038
182113,0.17343418553872925
182182,0.1463860103303587
53579,0.3356032298395948
24801,0.3368393867530497
11013,0.34091257854579776
61946,0.3359969454626908
30717,0.341311806949977
78358,0.38025228354533297
92084,0.3814022776659659
18335,0.34577116070357905
19601,0.19189962141515843
43561,0.1821073736644735
3630,0.19808037742561863
5262,0.1903092000849963
83262,0.14781649912361114
100381,0.14939368426819946
158918,0.148372274623317
100397,0.15116628420304873
98217,0.20086970085311184
158968,0.16473211383237704
162563,0.17100954785320888
158967,0.16706454748113564
158966,0.16184913299067072
131179,0.16992364560495735
107134,0.29811987745899055
102836,0.24531749708608153
104358,0.23681657265344247
102806,0.2352246255752983
102859,0.24184680507184578
102805,0.2352246255752983
123643,0.22076396485667588
45312,0.21743688193128669
188434,0.23844571784271248
188435,0.23844571784271248
6311,0.2649072865349204
134796,0.2743244186746742
26223,0.34802609967719805
23868,0.3081748882839858
80053,0.3045713794322154
170131,0.22671577703292378
40480,0.24857397350847613
99025,0.1951153776522906
146640,0.1994872156619854
175338,0.2093721754752917
174471,0.19379032073786262
131454,0.2615474318492779
146071,0.25262611056085815
131606,0.24625808431141896
132105,0.18665629860588853
188905,0.18665629860588853
19980,0.24475217084180545
131646,0.24211766692859818
131934,0.24271733940885332
133364,0.24355269118062298
148154,0.16311662962017992
148158,0.1657343911705529
150416,0.18895358900731904
148259,0.1627612971853867
188891,0.16488776936994667
162931,0.25897517650654095
24925,0.2596554655895004
162930,0.2643469786441197
163818,0.25731021848740676
162932,0.25520074150390143
173740,0.2472229794780406
174409,0.26486241659779
174410,0.24865594073182076
174411,0.2466038776874136
171925,0.2851817766753757
174408,0.25042579894172967
106320,0.2987864847335571
25856,0.20487213706300395
47397,0.20487213706300395
104809,0.20487213706300395
67840,0.20487213706300395
155543,0.23912112404233632
133629,0.2567463362560878
103718,0.251513858914835
8735,0.2092064639362767
147057,0.21120880557868904
174051,0.18728062636391468
188922,0.1804462738540028
100929,0.17785723636786532
101593,0.15109909243010305
100927,0.17224432997236477
90713,0.1664230869413401
148418,0.15953416751190222
149910,0.16574932148216973
101592,0.1626402118065428
127923,0.1418641935926156
8915,0.3659895700234607
118414,0.19947038129700656
102105,0.1973474619856162
118418,0.19289411247214885
120990,0.1792013860884664
125343,0.189694132819521
125344,0.1871501991283059
8639,0.1948511552434664
125341,0.18317593806173058
145730,0.17868188343364022
152524,0.18736708821944448
41282,0.18082397209437
154166,0.20197687113741472
19327,0.20523573716718774
167183,0.16313963282890406
16255,0.10517248316226172
41829,0.11537497213009192
172834,0.08226692882670317
161025,0.10700325416592464
173094,0.08357341169731328
172835,0.08743058591559275
2927,0.18466435360656738
145787,0.23655876987864802
66751,0.21985442785972828
182256,0.1592066503513672
182257,0.24502282684092838
15617,0.19760423972995714
141690,0.15871739834297052
3747,0.16453517121992345
31098,0.16070849408692284
4147,0.1550550993455987
43559,0.37642448243597837
134620,0.12895404538723054
138585,0.11798096769439569
179071,0.18990532352004594
178285,0.12496328112292633
134617,0.13712027231990576
121856,0.11588233985041291
149848,0.12139378304355082
150049,0.15225198863586528
121857,0.1332996114095595
172619,0.12398151253415339
20005,0.26106579606348346
171960,0.26131401028629525
117733,0.2644262942295316
138022,0.23503470833902906
138019,0.19345543086184502
147338,0.23525038922598981
178638,0.2633048667374358
163845,0.16747241569790647
143399,0.15585858314304413
126157,0.1298970029594323
163399,0.14505927133346114
161403,0.12900839597655048
164491,0.12825636312265773
112232,0.16958729900050132
139644,0.2004783556091266
146420,0.20623540048154185
4905,0.19404063042767458
185523,0.14377243846719243
166724,0.1384442603977077
134618,0.09269779528165213
154121,0.08655195439574481
163622,0.06563196123680679
179073,0.054408761116916074
179075,0.054408761116916074
188870,0.193269201301012
129636,0.17906102384533143
9932,0.16484359787467306
167943,0.2097215234090307
186334,0.16374504462130335
129615,0.13097539023509452
188901,0.13097539023509452
134799,0.2681364723281047
107610,0.1332868859231277
108749,0.15807607879706
149505,0.14078700272031458
107612,0.10254024306950314
117292,0.10254024306950314
17617,0.1781668790718056
79532,0.17195545830519346
76108,0.19035714820487712
56731,0.1846603200933679
134250,0.10159696242968967
173864,0.10107754569945199
173866,0.08764291909287511
173865,0.09346924757960556
108253,0.09588211625557312
115426,0.33766049571219414
115459,0.20861797495306372
95164,0.2525323887006997
147253,0.12426841202331096
105148,0.13481581936801731
107434,0.18253312685267425
111750,0.12426841202331096
170155,0.1737279715331842
113821,0.1980556198489397
129657,0.19691256864676515
129656,0.19625968101274727
133555,0.19367914819388138
128261,0.22982127914907552
84148,0.31206172396605364
164464,0.24174232109746485
151447,0.2660512732528711
151446,0.17593819432544042
160992,0.17545719159589784
167377,0.19223978155637284
188953,0.17808636176487347
139743,0.21363291206917187
145478,0.18280665435717836
188954,0.1877123999505961
91331,0.13614052805866497
173988,0.07169317621693377
173808,0.14134052432265828
176929,0.0627462117353448
173908,0.07821871657396556
173909,0.06461232090749616
167103,0.2686877493709984
167104,0.11560322594324936
54520,0.12029705199068699
113176,0.16714390047063285
127731,0.12483042523506539
114032,0.12378541504252748
127730,0.2317348740204427
147803,0.1724073603623084
188859,0.07429813788806938
