,rank
6212,0.32910600557067976
18332,0.3352001743674998
18036,0.35494051524494147
22799,0.3529521459449032
15456,0.32845252140977893
26089,0.36329825370489327
1585,0.3474105472077085
40840,0.23999317039822568
1584,0.24294311317994866
10998,0.24195223992132514
16206,0.24330395595590223
23513,0.2577285175318966
18168,0.2530832965406605
21060,0.25446367271171505
35850,0.2551024665406531
31332,0.258871770514555
10187,0.16960987844984893
36742,0.23988478581571052
28939,0.20083392431586186
54289,0.20654112753581927
15381,0.1767182821263316
27375,0.1874303132848917
28689,0.3326200758957817
17720,0.25072900233806156
30597,0.2841091476792643
12400,0.29407943625872296
26988,0.2916023527476895
69476,0.29614629825399447
38458,0.33344073548989844
5990,0.3331887775892877
56000,0.30741847625081764
97091,0.23299052541916226
86833,0.2898888107913394
62252,0.33096353808180307
116327,0.2860910004613578
116331,0.21801796378754731
62299,0.2640040667423097
1370,0.24681439765351387
129182,0.2479235260363199
489,0.25600340514515624
505,0.32334259397619547
72160,0.3141434978398238
70750,0.3307329401122546
113703,0.3000539416404088
128239,0.2872436015036379
72501,0.28419824798444504
8550,0.21760682691148925
129953,0.21337137582472027
159247,0.1473613857845241
6523,0.1483591747778108
18938,0.2121701576301629
129955,0.2142180413297077
8372,0.22543545725268754
30013,0.22543545725268754
30459,0.22910204326611683
33369,0.2346850191089179
54015,0.2741213994729171
33620,0.32825246787537465
13857,0.2919805040651704
37836,0.29271156143350985
4258,0.2729744157677804
46339,0.2751230980044623
12148,0.28675288259508125
91159,0.21815967665127461
32767,0.06237888158453329
8159,0.0590565110627806
67274,0.05642628299058278
188876,0.13905224112479525
32004,0.3010123933482664
18305,0.3057930079466343
54468,0.3087680844667523
54469,0.3088105353077669
38647,0.30961607891835163
16871,0.3079231978017504
38020,0.2582710402241513
67304,0.24637151897688656
62620,0.2426436875760476
180969,0.21457598957136934
188946,0.19793764097557603
188947,0.2543767500007952
3645,0.19062979213812672
8044,0.20525674048962697
33099,0.1974578629136833
27691,0.20432534130557192
23150,0.18230021559459753
4114,0.22380066059343848
98626,0.24537456859653536
17510,0.2226869444101826
29122,0.24008891485164688
13449,0.2145613268000522
98627,0.21751871722097582
8153,0.07420995054065778
43686,0.07102555501289384
14326,0.07714932728181391
97371,0.0775841353048785
3386,0.09618295276527945
33459,0.11662672443078696
112125,0.20594179880894814
44019,0.21694508756433323
131082,0.21390541338170654
117993,0.16489167554701387
109848,0.21135569017312933
112122,0.18500305201316228
81696,0.30216643998460524
19027,0.2919876321571634
19646,0.29375582235032344
63339,0.2889763059153607
16081,0.28858572640277036
23228,0.1490419587314472
112957,0.15569766264822235
32511,0.16017802562478767
17409,0.16338362650535568
48784,0.14844539123574507
21775,0.13008507864645108
131910,0.29238032384911183
131911,0.293611752621232
147450,0.26299801731018563
131909,0.2858637740006251
171798,0.2891611042126489
149723,0.2956376073452625
104484,0.1617728441387417
46873,0.173198984160995
93430,0.20722659421889553
97261,0.1858878063773855
79295,0.1657430520502521
145556,0.1807027875283593
54696,0.3066663070137215
75042,0.2648401446081614
24685,0.2598864713892617
3058,0.24448918217959656
19407,0.21362766880539152
161466,0.19862014054365834
188593,0.20062060759137035
188892,0.2127395176684601
188893,0.21607365599087086
188894,0.25326318113950086
188895,0.25326318113950086
3239,0.18935911663036847
73618,0.19598609000400113
9595,0.16279150940508563
53464,0.1980531421894618
3914,0.1986435467073604
23444,0.19819725893510085
2322,0.3081519986420673
4875,0.32145787558499667
40391,0.32511971169727266
53126,0.3231072761638451
56748,0.2965651226255159
37685,0.19867214333427227
36281,0.20368596653771048
19949,0.21662614032044508
67061,0.21754713040999057
76303,0.2166026266763468
115802,0.2185760569078082
116824,0.21574445443612272
30152,0.3974943526148464
80594,0.23656428834230056
143076,0.2574493885924902
1468,0.2346102215807657
13398,0.18541660159580123
35009,0.2605101713089445
111065,0.19011224051638756
132891,0.2556505597217652
115748,0.19679764428482222
37277,0.18687289089482365
132716,0.19197265559944637
4878,0.30933672326558337
68676,0.2146467325207119
14518,0.24832674712960912
140179,0.23991968348423007
161269,0.2295635007996477
11993,0.09319777598956017
17024,0.2607316915214506
30180,0.258850335959865
115772,0.25528425051465686
104732,0.2637904921490861
17230,0.2563632119496533
20397,0.25407424690043545
124981,0.191904541625657
